processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
MHMYK7824-15	15-SRNP-70539	6521327	15-SRNP-70539	15-SRNP-70539	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				11.016	-85.3805			380				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Pitilla	Medrano	2922481|2922484	http://www.boldsystems.org/pics/MHMYK/15-SRNP-70539-DHJ908006+1468514092.jpg|http://www.boldsystems.org/pics/MHMYK/15-SRNP-70539-DHJ908007+1468514092.jpg	Dorsal|Dorsal	|	|	2016|2016	CreativeCommons – Attribution Non-Commercial Share-Alike|CreativeCommons – Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYL8068-16	16-SRNP-35000	7359044	16-SRNP-35000	16-SRNP-35000	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Harry Ramirez							adult	F	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
MHMYN2342-13	93-SRNP-3226	3515846	97-SRNP-3226	97-SRNP-3226	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen																		Host: 97-SRNP-3226				10.8376	-85.6187			295				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Santa Rosa	Area Administrativa	3153337|3153336	http://www.boldsystems.org/pics/MHMYN/93-SRNP-3226-DHJ570655+1499267142.jpg|http://www.boldsystems.org/pics/MHMYN/93-SRNP-3226-DHJ570654+1499267142.jpg	Ventral|Dorsal	|	Daniel H. Janzen|Daniel H. Janzen	2017|2017	CreativeCommons – Attribution Non-Commercial Share-Alike|CreativeCommons – Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
ATLAS166-22	RVcoll15O502	15571575		RVcoll15O502	Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758														S						36.684	-3.56							Spain													
BKKP368-18	1STF005	9026479	1STF005	1STF005	Naresuan University			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia			Gary Sing Kong Wah		Cramer, 1779					Narong Jaturas							Adult			Park					13.787	100.674							Thailand	Bangkok	Bangkok Metropolitan Region		Seri Thai Park	3527290	http://www.boldsystems.org/pics/BKKP/1STF005+1502384856.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP456-18	2RMH020	9026567	2RMH020	2RMH020	Naresuan University			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia			Gary Sing Kong Wah		Cramer, 1779					Narong Jaturas							Adult			Park					13.688	100.665							Thailand	Bangkok	Bangkok Metropolitan Region		Rama XI Park	3527557	http://www.boldsystems.org/pics/BKKP/2RMH020+1502958806.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP475-18	3RMF010	9026586	3RMF010	3RMF010	Naresuan University		BOLD:AAI9595	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia			Gary Sing Kong Wah		Cramer, 1779					Narong Jaturas							Adult			Park					13.688	100.665							Thailand	Bangkok	Bangkok Metropolitan Region		Rama XI Park	3528741	http://www.boldsystems.org/pics/BKKP/3RMF010+1502965252.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP587-18	2TBF003	9026698	2TBF003	2TBF003	Naresuan University			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758					Narong Jaturas							Adult			Park					13.652	100.492							Thailand	Bangkok	Bangkok Metropolitan Region		Thonburirom Park	3527579	http://www.boldsystems.org/pics/BKKP/2TBF003+1502976534.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BLPDO835-10	10-SRNP-103418	1461904	10-SRNP-103418	10-SRNP-103418	Area de Conservacion Guanacaste		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Daniel H. Janzen		Linnaeus, 1758					J.D.Turner&N.Turner					DHJ:ACG		A		S				net	net	10.904	-85.287			410				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Rio Francia	870970	http://www.boldsystems.org/pics/BLPDO/10-SRNP-103418-DHJ648293+1270478924.jpg	Dorsal		Daniel H. Janzen	2010	CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen
BLPEE7767-14	14-SRNP-20012	4755533	14-SRNP-20012	14-SRNP-20012	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				11.0323	-85.5278			290				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector El Hacha	Estacion Los Almendros	2446439|2446440	http://www.boldsystems.org/pics/BLPEE/14-SRNP-20012-DHJ583696+1412621788.jpg|http://www.boldsystems.org/pics/BLPEE/14-SRNP-20012-DHJ583697+1412621788.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BLPEE7788-14	13-SRNP-20949	4755554	13-SRNP-20949	13-SRNP-20949	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				11.0324	-85.4993			275				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector El Hacha	Los Inocentes	2445845|2445846	http://www.boldsystems.org/pics/BLPEE/13-SRNP-20949-DHJ583738+1412621738.jpg|http://www.boldsystems.org/pics/BLPEE/13-SRNP-20949-DHJ583739+1412621738.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BLPEE7792-14	13-SRNP-21287	4755558	13-SRNP-21287	13-SRNP-21287	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				11.0324	-85.4993			275				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector El Hacha	Los Inocentes	2445872|2445871	http://www.boldsystems.org/pics/BLPEE/13-SRNP-21287-DHJ583747+1412621766.jpg|http://www.boldsystems.org/pics/BLPEE/13-SRNP-21287-DHJ583746+1412621766.jpg	Ventral|Dorsal	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BLPEF5977-13	13-SRNP-10060	3916816	13-SRNP-10060	13-SRNP-10060	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen																						10.8376	-85.6187			295				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Santa Rosa	Area Administrativa	2222914|2222918	http://www.boldsystems.org/pics/BLPEF/13-SRNP-10060-DHJ572104+1389902064.jpg|http://www.boldsystems.org/pics/BLPEF/13-SRNP-10060-DHJ572105+1389902064.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BOPM165-12	UMKL-JJW0165	2578128	MZUM(I)4935	UMKL-JJW0165	University of Malaya, Museum of Zoology		BOLD:AAI9595	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia	481207	Danaus genutia intermedius	Mohd Sofian Azirun							Maisarah							A		S				TAX MATCH		5.413	101.104							Malaysia	Perak	Selai		Hutan Simpan Belum									
CBPMY231-15	CBP0236	5594433		CBP0236	University of Malaya, Museum of Zoology		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758		DNA/Tissue Vouchered Only			WFAJ, KWS							Adult								3.123	101.732							Malaysia		Kuala Lumpur		Taman Rekreasi Pudu Ulu									
DMAZ124-09	DMTRN-0218	1128167		DMTRN-0218	Centre for Biodiversity Genomics		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			BOLD ID Engine		Linnaeus, 1758					David Marsden							A		S														Taiwan	Taipei City		Taipei	Hills W of Taipei	485994	http://www.boldsystems.org/pics/DMAZ/TBLABR-_200+1243876214.JPG	Dorsal		CBG Photography Group	2009	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Jaclyn McCormick
EZSPC1197-10	RVcoll.09-V388	1430911		RVcoll.09-V388	Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Roger Vila		Linnaeus, 1758												A	F	S						40.65	0.761							Spain	Catalonia	Tarragona		Delta de l`Ebre, La Tancada, Montsia									
GBART37012-23	AF454920	19992299						20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																																									
GBART37019-23	AF394676	19992306						20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	273859	Danaus chrysippus aegyptius																															Uganda													
GBART37023-23	AF394682	19992310						20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																															Zambia													
GBART37268-23	AF394673	19992555						20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	481208	Danaus melanippus hegesippus																															Malaysia													
GBGL21777-19	KP007582	9757066	RMBR:CE-007		Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	794045	Danaus chrysippus alcippus																							6.29417	12.9485	Coordinates from country centroid						Cameroon													
GBGL21788-19	KP007633	9757077	MCZ:RM10		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	794044	Danaus chrysippus cratippus																							0.15592	113.965	Coordinates from country centroid						Indonesia													
GBGL21791-19	KP007626	9757080	NTM:NTMI004308		Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	794044	Danaus chrysippus cratippus																							-25.6973	134.023	Coordinates from country centroid						Australia													
GBGL21805-19	KP007681	9757094	MCZ:DL-01-P244		Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	481208	Danaus melanippus hegesippus																							7.4131	99.3455							Thailand													
GBGL21816-19	AY569157	9757105			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus	794067	Danaus plexippus megalippe																							10.4155	-61.3724	Coordinates from country centroid						Trinidad and Tobago													
GBGL21832-19	AY569133	9757121			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus	216951	Danaus plexippus plexippus																							38.8208	-96.3316	Coordinates from country centroid						United States													
GBGL26839-19	GU012523	9762128	F62		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758																				23.5863	81.173	Coordinates from country centroid						India													
GBMIN70701-17	KP007554	8410437	MCZ:BQ08	KP007554	Mined from GenBank, NCBI		BOLD:AAI9597	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis	794040	Danaus affinis abigar																							15.5865	121.822	Coordinates from country centroid						Philippines		Marinduque, Boal											
GBMIN70711-17	KP007565	8410447	BMNH:JTDL-018D	KP007565	Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis	794043	Danaus affinis ferruginea																							-7.15691	144.835	Coordinates from country centroid						Papua New Guinea		Egum Atoll, Yanaba											
GBMIN70726-17	KP007604	8410462	MCZ:DL-11-E038	KP007604	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																							10.4388	123.854							Philippines		Cebu, Cebu City, Barangay Tabunan											
GBMIN70736-17	KP007597	8410472	MCZ:DL-08-T023	KP007597	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																							7.7611	98.7703							Thailand		Krabi, Phi Phi Don Island											
GBMIN70762-17	KP007631	8410498	MCZ:RM06	KP007631	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	794046	Danaus chrysippus gelderi																							0.15592	113.965	Coordinates from country centroid						Indonesia		Sulawesi											
GBMIN70776-17	KP007647	8410512	MCZ:AM078	KP007647	Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia	794050	Danaus genutia leucoglene																							0.15592	113.965	Coordinates from country centroid						Indonesia		South Sulawesi, Bantimurung											
GBMIN70789-17	KP007672	8410525	MCZ:DL-10-X019	KP007672	Mined from GenBank, NCBI		BOLD:AAJ4334	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	27326	Danaus ismare	794058	Danaus ismare ismareola																							0.15592	113.965	Coordinates from country centroid						Indonesia		North Maluku, Morotai											
GBMIN70800-17	KP007678	8410536	MCZ:AM080	KP007678	Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	794063	Danaus melanippus thoe																							3.67166	114.633	Coordinates from country centroid						Malaysia		Sabah, Mt. Trus Madi											
GBMIN85238-17	KP007640	8424975	RMBR:IC-002	KP007640	Mined from GenBank, NCBI		BOLD:ACG2034	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	353493	Danaus cleophile					Godart, 1819																				18.7795	-70.435	Coordinates from country centroid						Dominican Republic		Azua, Peralta											
GBMIN85251-17	KX110363	8424988		KX110363	Mined from GenBank, NCBI		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				23.8744	-101.554	Coordinates from country centroid						Mexico		State of Mexico											
GBMIN85256-17	KX110366	8424993		KX110366	Mined from GenBank, NCBI		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				23.8744	-101.554	Coordinates from country centroid						Mexico		State of Mexico											
GBMNB42422-20	MN186879	11629113	BBV 0014		Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758																				23.8758	90.2683							Bangladesh													
GBMNC57126-20	MH635350	12446901		MH635350	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758																				29.23	79.27							India													
GBMNC57137-20	MH635339	12446912		MH635339	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758																				29.99	78.28							India													
JAGWI012-11	WI-JAG-012	1861273		WI-JAG-012	Research Collection of Victor Gonzalez		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Julio A. Genaro		Linnaeus, 1758					A Lopez, A Perez, JA Genaro							A	F	S						18.7795	-70.435	Coordinates from country centroid						Dominican Republic		caseta 2, Sierra de Bahoruco			1048354	http://www.boldsystems.org/pics/JAGWI/WI-JAG-12+1288328412.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
JAGWI018-11	WI-JAG-018	1861279		WI-JAG-018	Research Collection of Victor Gonzalez		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Julio A. Genaro		Cramer, 1775					A Lopez, A Perez, JA Genaro							A	F	S														Dominican Republic	Pedernales	Parque Nacional Jaragua			1048360	http://www.boldsystems.org/pics/JAGWI/WI-JAG-018+1288332806.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
